run 0						
time	12V rail	5V rail	3,3V rail	POWER 12V	POWER 5V	POWER 3,3V
46.600	11.249	0.693	1.501	12.724	0.123	8.065
46.699	11.248	0.692	1.501	12.324	0.252	7.691
46.800	11.251	0.695	1.501	12.726	0.144	5.972
46.900	11.249	0.693	1.499	12.325	0.157	3.091
46.999	11.247	0.692	1.499	11.961	0.127	1.623
47.101	11.250	0.694	1.502	12.616	0.126	2.327
47.201	11.248	0.692	1.500	12.614	0.172	2.402
47.300	11.248	0.693	1.501	12.506	0.159	1.108
47.401	11.248	0.692	1.501	11.962	0.136	-1.711
47.499	11.248	0.692	1.502	12.215	0.076	-4.657
47.599	11.248	0.692	1.501	11.962	0.047	-7.321
47.699	11.248	0.692	1.502	12.867	0.067	-8.436
47.801	11.247	0.691	1.500	12.722	0.027	-9.873
47.900	11.247	0.691	1.499	12.685	0.112	-9.161
48.001	11.248	0.692	1.501	12.397	0.063	-9.889
48.099	11.248	0.693	1.502	12.361	0.139	-10.089
48.199	11.248	0.692	1.500	12.179	0.127	-11.815
48.300	11.245	0.689	1.499	12.575	0.138	-13.171
48.399	11.244	0.688	1.497	12.320	0.111	-14.209
48.499	11.242	0.686	1.497	12.680	0.115	-14.473
48.600	11.243	0.687	1.499	12.681	0.091	-14.829
48.700	11.243	0.687	1.499	12.427	0.095	-14.745
48.800	11.248	0.692	1.503	12.251	0.078	-15.628
48.899	11.249	0.694	1.505	12.253	0.094	-15.224
49.000	11.248	0.693	1.503	12.397	0.078	-15.852
49.100	11.245	0.689	1.500	12.357	0.136	-15.721
49.200	11.247	0.691	1.502	12.939	0.096	-16.785
49.299	11.248	0.692	1.503	11.853	0.134	-17.447
49.399	11.248	0.693	1.502	12.542	0.081	-18.348
49.500	11.247	0.691	1.501	12.576	0.107	-17.838
49.600	11.246	0.690	1.500	12.503	0.054	-16.073
49.700	11.247	0.691	1.500	12.069	0.005	-13.192
49.800	11.247	0.691	1.500	12.432	-0.006	-18.252
49.900	11.246	0.690	1.500	12.720	0.071	-23.442
50.000	11.243	0.688	1.498	12.355	0.177	-23.697
50.100	11.239	0.683	1.495	12.350	0.176	-23.347
50.200	11.237	0.681	1.495	12.855	0.207	-21.580
50.300	11.236	0.680	1.494	12.093	0.206	-20.555
50.399	11.243	0.687	1.501	12.246	0.202	-16.117
50.500	11.243	0.687	1.501	12.355	0.100	-4.636
50.599	11.248	0.692	1.505	12.397	0.110	2.643
50.700	11.249	0.693	1.504	12.252	0.052	9.296
50.799	11.249	0.693	1.505	12.289	0.085	12.211
50.899	11.249	0.693	1.504	11.999	0.058	12.532
51.000	11.248	0.693	1.503	12.361	0.112	11.534
51.100	11.251	0.696	1.505	12.364	0.153	9.946
51.200	11.251	0.695	1.504	12.871	0.146	8.114
51.300	11.251	0.695	1.504	12.364	0.179	6.923
51.401	11.251	0.696	1.503	12.400	0.130	6.272
51.500	11.249	0.694	1.501	12.181	0.186	5.373
51.600	11.250	0.694	1.502	12.326	0.155	5.575
51.699	11.251	0.695	1.502	12.581	0.161	5.135
51.799	11.251	0.696	1.503	12.074	0.166	5.294
51.900	11.252	0.696	1.502	12.945	0.160	5.017
51.999	11.251	0.696	1.501	12.183	0.153	5.591
52.099	11.251	0.695	1.501	12.073	0.166	5.841
52.199	11.249	0.693	1.499	12.470	0.154	6.013
52.299	11.250	0.695	1.502	12.834	0.155	7.367
52.400	11.250	0.694	1.501	12.326	0.164	8.759
52.499	11.251	0.695	1.501	12.545	0.166	10.458
52.600	11.250	0.694	1.500	12.398	0.155	12.065
52.699	11.250	0.694	1.501	11.782	0.161	13.414
52.800	11.251	0.695	1.501	12.327	0.166	14.305
52.900	11.249	0.694	1.500	12.434	0.148	14.822
53.000	11.252	0.696	1.503	12.655	0.166	14.798
53.099	11.252	0.696	1.503	12.292	0.137	16.040
53.200	11.246	0.690	1.498	12.213	0.152	16.722
53.300	11.251	0.695	1.503	12.327	0.146	17.641
53.399	11.250	0.695	1.502	12.617	0.135	18.937
53.500	11.250	0.695	1.502	12.834	0.148	19.532
53.599	11.250	0.694	1.501	12.652	0.137	19.992
53.699	11.246	0.690	1.498	12.250	0.143	19.905
53.800	11.252	0.696	1.503	12.328	0.137	20.705
53.900	11.250	0.695	1.502	12.508	0.139	20.648
54.000	11.250	0.694	1.502	12.580	0.139	21.002
54.100	11.252	0.696	1.503	12.691	0.135	20.846
54.200	11.247	0.691	1.499	12.685	0.134	21.936
54.299	11.249	0.694	1.501	12.543	0.141	22.762
54.399	11.250	0.695	1.502	12.653	0.141	23.546
54.499	11.252	0.696	1.502	12.147	0.139	23.667
54.599	11.252	0.696	1.502	12.763	0.142	22.903
54.699	11.250	0.694	1.500	12.543	0.148	22.902
54.800	11.251	0.696	1.502	12.581	0.115	22.632
54.900	11.251	0.695	1.501	12.726	0.141	22.371
54.999	11.251	0.695	1.502	12.291	0.097	21.253
55.099	11.250	0.694	1.501	12.507	0.114	20.181
55.199	11.250	0.694	1.501	12.580	0.137	20.234
55.300	11.244	0.688	1.496	12.175	0.100	20.188
55.400	11.248	0.692	1.499	12.179	0.145	19.980
55.499	11.248	0.692	1.499	12.360	0.132	19.473
55.599	11.248	0.692	1.500	12.324	0.116	19.863
55.699	11.249	0.693	1.501	12.760	0.134	18.160
55.799	11.249	0.694	1.501	12.434	0.076	15.949
55.899	11.241	0.685	1.494	12.352	0.139	14.316
55.999	11.246	0.690	1.499	12.431	0.067	12.417
56.099	11.248	0.692	1.501	12.252	0.121	11.265
56.199	11.237	0.681	1.493	12.457	0.099	9.318
56.299	11.237	0.681	1.494	12.312	0.130	8.229
56.400	11.239	0.683	1.496	12.966	0.077	6.862
56.500	11.239	0.684	1.497	12.496	0.097	5.955
56.599	11.240	0.685	1.498	12.569	0.075	5.386
56.700	11.240	0.684	1.497	12.641	0.000	4.969
56.800	11.239	0.683	1.496	12.278	-0.039	4.368
56.899	11.239	0.684	1.498	12.532	-0.044	4.082
56.999	11.239	0.684	1.498	12.496	-0.002	0.194
57.100	11.239	0.684	1.498	12.713	-0.042	-0.709
57.199	11.232	0.676	1.494	12.487	0.016	-5.492
57.299	11.239	0.683	1.501	12.640	0.099	-8.806
57.399	11.239	0.683	1.503	12.532	0.201	-12.348
57.500	11.235	0.679	1.498	12.491	0.230	-19.257
57.600	11.237	0.681	1.500	12.710	0.226	-24.143
57.699	11.238	0.682	1.501	12.421	0.196	-26.198
57.800	11.239	0.683	1.502	12.567	0.154	-26.452
57.899	11.240	0.684	1.500	12.931	0.071	-24.293
57.999	11.240	0.684	1.501	12.532	0.088	-24.651
58.099	11.240	0.685	1.501	12.533	0.102	-25.039
58.200	11.233	0.677	1.495	11.801	0.061	-23.400
58.299	11.232	0.676	1.495	12.307	-0.013	-21.310
58.399	11.232	0.677	1.497	12.524	0.103	-27.978
58.499	11.229	0.673	1.495	12.303	0.172	-29.083
58.599	11.232	0.676	1.498	12.379	0.146	-28.392
58.699	11.232	0.676	1.498	12.017	0.144	-28.031
58.801	11.239	0.683	1.505	12.568	0.119	-27.936
58.899	11.239	0.683	1.504	12.423	0.130	-28.683
59.000	11.236	0.680	1.500	12.383	0.119	-29.399
59.100	11.235	0.679	1.500	12.454	0.125	-29.283
59.200	11.237	0.681	1.501	12.637	0.127	-28.935
59.300	11.234	0.678	1.500	12.272	0.131	-28.683
59.399	11.237	0.681	1.502	12.203	0.132	-28.886
59.499	11.233	0.678	1.500	11.910	0.140	-28.299
59.599	11.236	0.680	1.500	12.238	0.143	-27.159
59.699	11.233	0.677	1.500	12.271	0.155	-26.147
59.800	11.236	0.680	1.502	12.456	0.145	-25.842
59.899	11.233	0.677	1.499	12.561	0.149	-24.301
59.999	11.235	0.679	1.501	12.093	0.123	-25.290
60.099	11.237	0.681	1.502	12.312	0.130	-23.883
60.199	11.236	0.680	1.502	12.383	0.125	-22.839
60.300	11.233	0.677	1.498	12.090	0.127	-21.351
60.399	11.238	0.682	1.504	11.987	0.128	-18.906
60.500	11.238	0.682	1.503	12.458	0.167	-16.300
60.600	11.238	0.682	1.502	12.059	0.174	-12.822
60.700	11.237	0.681	1.501	12.058	0.178	-12.018
60.800	11.236	0.680	1.500	12.094	0.171	-9.568
60.900	11.233	0.677	1.499	12.163	0.164	-8.893
60.999	11.230	0.674	1.497	12.160	0.183	-6.548
61.100	11.229	0.673	1.496	12.376	0.178	-5.726
61.199	11.231	0.675	1.498	12.233	0.159	-4.802
61.300	11.232	0.676	1.499	12.343	0.151	-3.467
61.400	11.233	0.677	1.500	12.561	0.144	-1.744
61.499	11.238	0.682	1.504	12.422	0.154	-0.872
61.600	11.238	0.682	1.503	12.204	0.152	0.398
61.699	11.237	0.682	1.504	12.240	0.147	2.258
61.799	11.238	0.682	1.503	12.024	0.152	3.647
61.899	11.234	0.678	1.499	12.489	0.142	5.815
61.999	11.239	0.684	1.504	12.423	0.143	7.380
62.100	11.239	0.683	1.504	12.242	0.148	9.490
62.199	11.238	0.682	1.503	11.987	0.130	10.709
62.299	11.237	0.682	1.502	12.421	0.145	12.248
62.400	11.237	0.681	1.501	12.421	0.125	11.935
62.499	11.233	0.677	1.498	12.018	0.140	12.899
62.599	11.238	0.682	1.502	12.313	0.121	13.524
62.699	11.237	0.682	1.502	12.240	0.134	14.762
62.799	11.237	0.682	1.502	12.457	0.145	16.017
62.899	11.237	0.682	1.501	12.421	0.156	17.144
62.999	11.237	0.681	1.501	12.240	0.136	17.697
63.099	11.237	0.682	1.501	12.819	0.134	17.777
63.199	11.237	0.681	1.501	12.275	0.125	18.179
63.299	11.234	0.678	1.498	12.815	0.131	18.621
63.399	11.237	0.681	1.501	12.421	0.134	18.842
63.499	11.237	0.681	1.500	12.637	0.117	18.891
63.599	11.238	0.682	1.502	12.132	0.139	19.536
63.699	11.240	0.684	1.503	12.460	0.135	20.008
63.799	11.237	0.681	1.500	12.420	0.167	21.143
63.899	11.237	0.682	1.501	12.349	0.099	20.766
63.999	11.237	0.682	1.501	12.856	0.191	21.592
64.099	11.232	0.677	1.495	12.488	0.109	20.883
64.201	11.233	0.677	1.499	12.235	0.160	20.802
64.300	11.233	0.677	1.498	12.235	0.118	20.596
64.400	11.228	0.673	1.495	12.556	0.141	20.426
64.500	11.228	0.672	1.495	12.410	0.111	20.103
64.600	11.229	0.674	1.497	12.376	0.135	19.184
64.700	11.226	0.670	1.495	12.589	0.106	18.153
64.800	11.227	0.671	1.496	12.265	0.139	18.028
64.900	11.225	0.669	1.496	12.335	0.119	17.860
65.000	11.229	0.673	1.500	12.231	0.135	17.954
65.100	11.225	0.669	1.498	12.371	0.140	17.672
65.200	11.231	0.675	1.503	12.776	0.122	17.231
65.300	11.231	0.676	1.503	12.704	0.142	16.563
65.400	11.233	0.677	1.504	12.452	0.129	14.822
65.500	11.237	0.681	1.506	12.457	0.106	12.182
65.600	11.234	0.678	1.502	12.236	0.079	10.593
65.700	11.232	0.677	1.501	12.669	0.125	8.787
65.800	11.233	0.677	1.501	12.489	0.109	7.598
65.900	11.228	0.672	1.497	12.338	0.128	6.332
66.000	11.228	0.673	1.498	12.520	0.102	4.961
66.099	11.230	0.674	1.502	12.377	0.115	4.112
66.199	11.228	0.673	1.500	12.194	0.096	3.112
66.299	11.234	0.678	1.503	12.309	0.068	2.466
66.399	11.230	0.675	1.500	12.124	0.059	1.281
66.499	11.230	0.674	1.500	12.340	0.065	1.045
66.599	11.230	0.674	1.500	12.376	0.081	0.126
66.700	11.231	0.675	1.502	12.377	0.089	-0.415
66.800	11.234	0.678	1.503	12.598	0.096	-1.374
66.900	11.229	0.673	1.500	12.448	0.098	-2.299
67.000	11.231	0.676	1.501	12.197	0.107	-2.813
67.099	11.231	0.676	1.501	12.487	0.111	-3.620
67.199	11.231	0.676	1.502	12.306	0.103	-4.944
67.299	11.231	0.675	1.501	12.631	0.094	-6.454
67.399	11.231	0.675	1.500	12.125	0.096	-7.785
67.499	11.228	0.672	1.498	12.844	0.091	-9.141
67.599	11.230	0.674	1.501	11.726	0.100	-9.792
67.700	11.230	0.675	1.501	11.617	0.092	-11.259
67.799	11.229	0.673	1.499	12.412	0.104	-11.189
67.900	11.230	0.674	1.500	12.304	0.109	-11.387
67.999	11.228	0.673	1.498	12.303	0.109	-11.587
68.100	11.228	0.672	1.499	12.555	0.115	-12.215
68.199	11.229	0.673	1.498	12.629	0.113	-12.905
68.300	11.227	0.671	1.498	12.337	0.115	-13.961
68.399	11.229	0.674	1.500	12.376	0.109	-14.657
68.499	11.235	0.679	1.505	12.600	0.097	-15.662
68.599	11.230	0.674	1.500	12.340	0.102	-15.518
68.699	11.230	0.674	1.500	12.341	0.115	-15.346
68.799	11.230	0.674	1.499	12.449	0.111	-15.417
68.899	11.231	0.676	1.502	12.306	0.113	-15.632
68.999	11.232	0.676	1.501	12.379	0.111	-15.833
69.099	11.231	0.675	1.501	12.378	0.120	-15.733
69.200	11.233	0.677	1.502	12.524	0.103	-15.833
69.299	11.234	0.678	1.503	12.308	0.120	-16.227
69.400	11.232	0.676	1.500	12.379	0.107	-16.875
69.500	11.233	0.677	1.501	12.524	0.114	-17.530
69.599	11.232	0.676	1.500	12.559	0.100	-17.875
69.699	11.230	0.674	1.498	12.232	0.102	-17.949
69.799	11.233	0.678	1.502	12.778	0.112	-17.454
69.899	11.231	0.676	1.500	12.306	0.122	-17.224
69.999	11.232	0.676	1.500	12.307	0.114	-16.909
70.099	11.232	0.676	1.501	12.342	0.114	-16.690
70.199	11.230	0.674	1.500	12.630	0.113	-16.372
70.299	11.232	0.676	1.501	12.089	0.116	-15.756
70.400	11.229	0.674	1.499	12.195	0.120	-14.940
70.500	11.231	0.675	1.501	12.342	0.122	-14.208
70.600	11.230	0.674	1.499	12.702	0.122	-14.517
70.699	11.230	0.674	1.500	12.232	0.111	-13.989
70.799	11.231	0.675	1.501	12.486	0.120	-14.289
70.899	11.232	0.676	1.502	11.691	0.131	-14.172
70.998	11.233	0.677	1.503	12.126	0.127	-13.794
71.099	11.231	0.675	1.501	12.342	0.129	-12.553
71.199	11.232	0.677	1.502	11.837	0.125	-11.276
71.300	11.231	0.676	1.501	12.197	0.144	-9.550
71.399	11.232	0.677	1.503	12.343	0.140	-8.500
71.498	11.237	0.681	1.505	12.384	0.134	-6.931
71.599	11.236	0.680	1.503	12.420	0.145	-5.816
71.699	11.237	0.681	1.503	12.167	0.143	-4.745
71.800	11.238	0.682	1.505	12.349	0.137	-3.974
71.899	11.237	0.681	1.504	12.348	0.141	-3.042
71.999	11.231	0.675	1.498	12.414	0.139	-2.551
72.099	11.230	0.675	1.498	12.992	0.131	-1.809
72.199	11.231	0.675	1.498	12.233	0.137	-1.259
72.299	11.230	0.675	1.498	12.413	0.129	-0.617
72.399	11.231	0.675	1.498	12.523	0.133	0.059
72.499	11.231	0.676	1.499	11.510	0.137	1.208
72.599	11.233	0.677	1.500	13.103	0.146	1.997
72.699	11.237	0.681	1.503	12.130	0.136	2.973
72.799	11.237	0.681	1.503	12.493	0.143	4.102
72.900	11.237	0.682	1.503	11.770	0.139	5.283
73.000	11.237	0.681	1.503	12.059	0.204	6.501
73.099	11.236	0.680	1.501	12.384	0.141	8.232
73.200	11.237	0.681	1.502	12.456	0.167	10.322
73.299	11.238	0.683	1.503	12.386	0.128	11.672
73.400	11.239	0.683	1.503	12.640	0.141	12.481
73.499	11.238	0.682	1.503	12.494	0.132	12.667
73.600	11.237	0.682	1.502	12.530	0.163	13.605
73.699	11.238	0.682	1.502	12.566	0.121	13.890
73.800	11.237	0.681	1.501	12.239	0.145	15.491
73.900	11.237	0.682	1.502	11.697	0.141	15.961
74.000	11.234	0.678	1.498	12.308	0.142	16.900
74.100	11.239	0.683	1.503	12.169	0.128	17.897
74.200	11.237	0.681	1.502	12.565	0.134	17.228
74.299	11.231	0.675	1.496	12.486	0.118	17.110
74.400	11.236	0.680	1.500	12.202	0.110	17.466
74.499	11.233	0.678	1.499	12.416	0.109	17.629
74.600	11.232	0.676	1.498	12.849	0.131	18.452
74.700	11.232	0.676	1.498	12.415	0.122	18.380
74.799	11.232	0.677	1.499	12.633	0.153	19.001
74.900	11.232	0.676	1.499	12.559	0.131	20.029
75.000	11.232	0.676	1.499	12.668	0.142	20.990
75.100	11.233	0.677	1.500	12.633	0.144	22.245
75.200	11.232	0.676	1.499	12.234	0.157	22.294
75.298	11.237	0.681	1.503	12.566	0.139	21.329
75.399	11.237	0.682	1.502	12.602	0.150	21.142
75.499	11.237	0.681	1.502	12.492	0.134	21.006
75.600	11.237	0.681	1.502	12.529	0.130	20.774
75.700	11.235	0.679	1.501	12.419	0.118	19.703
75.799	11.233	0.677	1.499	12.995	0.118	18.890
75.899	11.236	0.680	1.501	12.347	0.114	18.658
75.998	11.236	0.680	1.501	12.130	0.121	18.367
76.100	11.235	0.679	1.500	12.600	0.123	18.137
76.199	11.233	0.677	1.499	12.163	0.112	18.459
76.299	11.235	0.679	1.501	12.491	0.116	18.035
76.399	11.237	0.681	1.502	12.420	0.114	17.592
76.500	11.235	0.679	1.499	12.454	0.116	15.909
76.599	11.235	0.679	1.500	11.948	0.116	14.766
76.700	11.234	0.678	1.499	12.490	0.114	13.226
76.800	11.235	0.679	1.499	12.418	0.101	11.707
76.899	11.236	0.680	1.502	12.347	0.101	10.027
76.999	11.237	0.681	1.502	12.529	0.092	9.006
77.099	11.237	0.682	1.503	12.530	0.093	7.822
77.199	11.237	0.681	1.502	12.385	0.099	7.082
77.299	11.237	0.681	1.501	12.348	0.103	6.166
77.398	11.237	0.681	1.501	12.457	0.099	5.652
77.499	11.237	0.681	1.501	12.492	0.110	5.342
77.599	11.237	0.681	1.503	12.457	0.106	4.410
77.700	11.237	0.681	1.501	12.673	0.110	3.414
77.799	11.237	0.681	1.501	12.746	0.099	2.268
77.899	11.236	0.680	1.500	12.130	0.114	1.475
77.999	11.236	0.680	1.500	11.985	0.101	0.353
78.099	11.235	0.679	1.500	12.346	0.099	-0.994
78.199	11.235	0.679	1.500	12.273	0.097	-2.831
78.299	11.237	0.681	1.501	12.348	0.099	-4.346
78.399	11.234	0.678	1.499	12.489	0.092	-6.064
78.499	11.237	0.681	1.501	12.275	0.110	-7.587
78.599	11.234	0.678	1.499	12.489	0.101	-8.597
78.700	11.234	0.678	1.499	12.525	0.103	-8.964
78.798	11.236	0.680	1.501	12.564	0.106	-9.437
78.899	11.236	0.680	1.501	12.238	0.105	-10.191
78.999	11.235	0.679	1.500	12.346	0.103	-11.221
79.100	11.232	0.676	1.497	12.741	0.114	-12.335
79.199	11.236	0.680	1.501	12.238	0.108	-13.565
79.299	11.236	0.680	1.501	12.456	0.110	-14.141
79.399	11.237	0.681	1.501	12.457	0.110	-14.826
79.500	11.235	0.679	1.500	12.418	0.110	-14.588
79.598	11.236	0.680	1.500	12.274	0.114	-15.357
79.699	11.236	0.680	1.501	12.492	0.119	-15.056
79.799	11.236	0.680	1.500	12.311	0.114	-15.299
79.899	11.232	0.676	1.498	13.066	0.120	-15.672
79.999	11.236	0.680	1.502	12.238	0.114	-16.428
80.099	11.235	0.679	1.502	12.418	0.114	-17.146
80.198	11.233	0.678	1.499	12.416	0.109	-17.894
80.299	11.237	0.681	1.503	12.420	0.117	-18.172
80.400	11.228	0.673	1.495	12.339	0.113	-17.986
80.499	11.233	0.678	1.500	12.091	0.118	-17.411
80.599	11.234	0.678	1.501	12.345	0.116	-17.512
80.699	11.235	0.679	1.501	12.454	0.125	-17.195
80.799	11.236	0.680	1.503	12.094	0.121	-16.362
80.899	11.235	0.679	1.502	12.419	0.127	-15.603
80.998	11.235	0.679	1.502	12.346	0.123	-14.880
81.099	11.234	0.678	1.501	11.875	0.127	-14.811
81.198	11.235	0.679	1.502	12.346	0.129	-14.437
81.299	11.237	0.681	1.502	12.492	0.123	-14.569
81.399	11.236	0.680	1.502	12.347	0.127	-14.495
81.498	11.236	0.680	1.502	12.202	0.127	-13.702
81.599	11.234	0.678	1.500	12.309	0.121	-13.081
81.699	11.235	0.679	1.501	12.237	0.136	-11.276
81.799	11.231	0.675	1.497	12.088	0.124	-9.403
81.899	11.234	0.678	1.500	12.236	0.144	-7.896
81.999	11.236	0.680	1.502	12.492	0.134	-6.529
82.100	11.234	0.678	1.500	12.418	0.147	-5.077
82.199	11.231	0.675	1.497	12.377	0.133	-3.896
82.299	11.237	0.681	1.503	12.673	0.143	-2.884
82.399	11.235	0.679	1.501	12.346	0.142	-2.585
82.499	11.237	0.681	1.502	12.529	0.149	-2.433
82.599	11.237	0.682	1.503	12.530	0.158	-1.737
82.699	11.234	0.678	1.499	12.308	0.105	-0.786
82.798	11.237	0.681	1.502	12.275	0.132	1.007
82.899	11.233	0.677	1.499	12.488	0.116	2.212
82.999	11.237	0.681	1.503	12.095	0.119	3.021
83.099	11.232	0.676	1.499	12.343	0.111	4.413
83.200	11.235	0.679	1.501	12.563	0.127	5.775
83.299	11.237	0.681	1.502	11.841	0.136	7.867
83.399	11.237	0.681	1.502	12.275	0.134	9.734
83.499	11.231	0.675	1.498	12.812	0.135	11.497
83.599	11.236	0.680	1.501	12.021	0.145	12.921
83.699	11.232	0.676	1.499	12.162	0.131	12.731
83.799	11.233	0.677	1.500	12.307	0.133	13.937
83.899	11.232	0.676	1.499	11.800	0.135	14.668
83.999	11.236	0.680	1.502	12.275	0.123	15.675
84.099	11.231	0.676	1.499	12.342	0.135	17.002
84.199	11.236	0.680	1.503	12.709	0.130	18.288
84.298	11.232	0.677	1.501	12.343	0.131	19.035
84.399	11.230	0.675	1.499	12.088	0.126	19.275
84.499	11.228	0.672	1.498	12.411	0.132	19.321
84.600	11.226	0.670	1.496	12.409	0.132	20.308
84.698	11.224	0.668	1.495	12.551	0.142	20.391
84.799	11.227	0.671	1.499	12.482	0.128	21.010
84.899	11.228	0.672	1.499	12.880	0.130	21.338
84.999	11.230	0.675	1.501	12.486	0.124	22.724
85.098	11.230	0.674	1.500	12.992	0.124	23.067
85.199	11.230	0.674	1.501	11.653	0.122	23.657
85.299	11.232	0.676	1.502	12.379	0.131	22.792
85.399	11.229	0.673	1.498	12.231	0.126	22.912
85.499	11.231	0.675	1.500	12.631	0.118	22.753
85.598	11.230	0.674	1.500	12.304	0.118	22.013
85.698	11.229	0.674	1.499	12.557	0.113	21.347
85.798	11.231	0.675	1.500	12.341	0.118	20.742
85.898	11.231	0.676	1.501	12.451	0.120	20.596
85.999	11.231	0.676	1.501	12.053	0.111	20.524
86.100	11.231	0.675	1.500	12.342	0.107	20.022
86.199	11.229	0.674	1.499	12.195	0.111	20.033
86.299	11.230	0.674	1.499	12.449	0.111	19.077
86.399	11.230	0.674	1.500	12.377	0.105	17.549
86.499	11.231	0.675	1.499	12.269	0.107	15.919
86.600	11.234	0.678	1.502	11.947	0.096	13.785
86.699	11.235	0.679	1.503	12.310	0.097	12.255
86.799	11.235	0.679	1.502	12.382	0.103	10.712
86.899	11.230	0.674	1.498	12.304	0.094	9.254
86.998	11.234	0.678	1.501	12.418	0.099	8.033
87.099	11.231	0.675	1.499	12.305	0.096	7.185
87.198	11.236	0.680	1.503	12.347	0.103	6.400
87.299	11.236	0.680	1.502	12.528	0.095	5.725
87.400	11.236	0.680	1.503	12.383	0.101	4.328
87.498	11.230	0.675	1.497	12.124	0.098	3.035
87.600	11.231	0.676	1.499	12.233	0.107	1.899
87.699	11.231	0.675	1.499	12.305	0.103	0.778
87.798	11.231	0.675	1.500	12.125	0.105	-0.811
87.898	11.232	0.676	1.500	12.560	0.109	-2.806
87.999	11.231	0.675	1.500	12.523	0.103	-4.826
88.099	11.229	0.674	1.497	12.412	0.096	-6.684
88.199	11.230	0.675	1.500	12.486	0.102	-8.472
88.298	11.229	0.674	1.498	12.340	0.102	-9.462
88.400	11.230	0.675	1.501	12.630	0.109	-9.765
88.498	11.230	0.674	1.500	13.136	0.102	-10.423
88.599	11.230	0.675	1.500	12.232	0.109	-11.689
88.699	11.231	0.675	1.501	12.667	0.109	-12.925
88.800	11.235	0.679	1.504	12.852	0.112	-14.362
88.898	11.232	0.676	1.501	12.487	0.103	-15.164
88.999	11.236	0.680	1.505	12.564	0.108	-15.775
89.098	11.231	0.675	1.501	12.486	0.107	-15.781
89.199	11.232	0.676	1.501	12.451	0.109	-16.359
89.299	11.230	0.675	1.500	11.871	0.109	-16.394
89.399	11.231	0.675	1.501	12.161	0.113	-16.671
89.499	11.231	0.676	1.501	11.944	0.096	-17.400
89.600	11.231	0.675	1.499	11.799	0.107	-18.351
89.699	11.231	0.675	1.501	11.871	0.105	-19.261
89.799	11.230	0.674	1.498	12.377	0.098	-19.599
89.899	11.229	0.674	1.499	12.268	0.102	-19.632
89.999	11.232	0.676	1.501	12.342	0.118	-19.227
90.099	11.231	0.675	1.500	12.088	0.111	-19.117
90.199	11.229	0.673	1.499	12.303	0.107	-18.628
90.299	11.231	0.676	1.502	12.487	0.111	-18.001
90.400	11.229	0.673	1.499	12.340	0.115	-17.101
90.500	11.230	0.675	1.501	12.196	0.115	-16.477
90.598	11.231	0.675	1.501	12.703	0.126	-16.047
90.699	11.230	0.674	1.501	12.919	0.126	-15.742
90.798	11.230	0.675	1.500	12.341	0.122	-16.039
90.900	11.230	0.674	1.501	12.196	0.120	-15.960
91.000	11.230	0.675	1.502	12.377	0.137	-14.677
91.098	11.232	0.676	1.502	12.451	0.144	-13.110
91.199	11.231	0.675	1.501	12.305	0.140	-11.267
91.299	11.230	0.674	1.499	12.196	0.137	-9.555
91.398	11.231	0.675	1.501	12.197	0.139	-7.820
91.499	11.231	0.675	1.501	12.450	0.146	-6.201
91.599	11.234	0.678	1.503	12.417	0.147	-4.820
91.698	11.230	0.674	1.500	12.376	0.144	-3.733
91.798	11.230	0.674	1.500	12.449	0.146	-2.864
91.899	11.228	0.673	1.499	12.375	0.137	-2.211
91.998	11.228	0.672	1.499	12.121	0.145	-1.168
92.099	11.229	0.673	1.499	12.448	0.137	-0.376
92.200	11.231	0.675	1.501	12.377	0.146	1.243
92.299	11.231	0.675	1.501	12.341	0.142	2.408
92.399	11.230	0.674	1.501	12.594	0.141	3.409
92.499	11.230	0.674	1.501	13.136	0.141	4.617
92.600	11.231	0.675	1.501	12.377	0.152	6.523
92.698	11.236	0.680	1.505	12.311	0.149	8.333
92.798	11.236	0.680	1.504	12.202	0.182	9.737
92.899	11.235	0.679	1.502	11.695	0.151	10.965
92.998	11.236	0.680	1.503	12.311	0.149	12.960
93.099	11.232	0.677	1.499	12.271	0.153	13.366
93.198	11.231	0.675	1.499	12.305	0.142	14.629
93.299	11.231	0.675	1.498	12.088	0.142	14.961
93.398	11.230	0.674	1.498	12.196	0.144	16.241
93.498	11.231	0.675	1.499	12.088	0.135	17.118
93.598	11.230	0.674	1.499	12.340	0.152	18.793
93.698	11.236	0.680	1.503	12.202	0.147	19.078
93.799	11.235	0.679	1.503	12.672	0.162	19.292
93.900	11.234	0.678	1.501	12.345	0.120	19.605
93.998	11.234	0.678	1.501	12.526	0.160	19.876
94.099	11.235	0.679	1.501	12.454	0.123	19.324
94.199	11.235	0.679	1.501	12.454	0.118	19.460
94.299	11.235	0.679	1.501	12.346	0.086	19.828
94.399	11.235	0.679	1.501	12.744	0.118	20.906
94.498	11.231	0.675	1.497	12.414	0.131	21.850
94.599	11.226	0.670	1.494	12.553	0.147	22.159
94.699	11.230	0.675	1.499	12.449	0.131	22.791
94.799	11.231	0.675	1.501	12.486	0.161	21.593
94.898	11.229	0.674	1.498	12.593	0.131	21.913
95.000	11.231	0.675	1.499	12.414	0.131	21.898
95.098	11.230	0.674	1.499	12.232	0.109	22.072
95.199	11.234	0.678	1.502	12.164	0.114	21.921
95.299	11.235	0.679	1.503	12.853	0.143	20.497
95.398	11.233	0.678	1.502	12.380	0.107	19.159
95.499	11.235	0.679	1.502	12.563	0.118	19.661
