run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
59.199	39.772	3.582	0.861	1.575
59.299	31.322	5.189	0.761	0.279
59.400	24.593	4.799	0.899	0.748
59.498	35.063	2.606	0.945	1.374
59.600	40.697	4.288	0.913	0.386
59.698	34.724	5.151	1.026	0.185
59.799	26.043	3.519	0.700	0.368
59.898	39.291	4.100	0.840	1.642
60.000	33.533	5.321	0.753	0.111
60.099	38.444	4.080	0.902	0.616
60.199	41.382	3.637	1.030	1.385
60.300	36.693	4.919	0.941	1.619
60.399	39.491	3.904	0.868	2.088
60.500	33.020	4.654	0.861	2.081
60.599	28.586	3.873	0.669	0.538
60.698	34.472	5.514	0.932	0.773
60.798	44.447	5.050	0.921	1.372
60.899	32.943	3.957	0.915	0.823
run 1						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
0.099	46.850	3.274	1.001	0.673
0.200	36.686	3.567	0.842	1.051
0.300	37.848	5.322	0.901	1.127
0.400	30.327	3.422	0.782	0.251
0.499	25.931	3.089	0.878	0.288
0.600	38.111	3.708	0.948	1.799
0.699	34.840	4.278	1.028	2.453
0.800	29.766	3.248	0.800	0.259
0.899	32.868	5.464	0.806	0.192
1.000	44.145	3.244	0.989	2.394
1.100	49.088	3.743	1.018	1.145
1.201	37.252	4.435	0.908	1.646
1.299	27.138	5.112	0.728	0.600
1.400	39.159	2.783	0.982	0.097
1.499	31.564	3.756	0.803	0.370
1.599	22.218	4.451	0.698	0.153
1.700	29.212	4.709	0.722	0.234
1.800	22.938	4.407	0.713	0.844
1.900	44.017	3.056	0.982	0.965
2.001	39.781	4.658	0.920	1.866
2.101	38.447	2.731	0.993	1.831
2.200	45.140	4.514	0.991	1.609
2.301	25.258	4.298	0.645	0.090
2.401	33.601	4.262	0.892	0.579
2.500	39.823	2.799	1.018	2.088
2.600	27.610	2.468	0.709	0.298
2.700	27.995	4.534	0.661	0.129
2.799	27.380	2.688	0.773	0.351
2.900	27.194	4.449	0.764	0.236
3.000	38.884	4.221	1.054	2.593
3.100	31.113	4.865	0.831	0.497
3.199	27.584	4.058	0.859	0.155
3.300	27.593	4.178	0.797	0.265
3.400	20.022	4.381	0.735	0.109
3.500	35.650	3.636	0.883	1.742
3.600	32.710	2.906	0.692	0.136
3.700	39.850	3.084	0.987	1.519
3.799	26.120	4.403	0.874	0.224
3.900	24.300	4.783	0.703	0.112
3.999	35.600	4.204	0.917	0.138
4.100	25.494	3.803	0.690	0.131
4.201	40.463	3.748	0.954	0.968
4.300	31.415	4.021	0.808	1.169
4.400	30.656	4.310	0.734	0.065
4.500	39.319	5.014	1.006	1.087
4.599	29.952	3.805	0.911	0.179
4.700	27.681	4.319	0.780	0.955
4.800	34.423	3.683	0.962	1.143
4.900	40.346	4.347	0.914	1.004
5.000	42.414	4.390	0.995	1.863
5.101	43.342	3.726	0.853	1.238
5.200	42.033	3.478	1.000	0.530
5.299	31.888	3.647	0.731	0.125
5.399	33.019	3.200	0.894	0.361
5.499	27.740	2.772	0.897	0.024
5.599	30.454	2.855	0.769	0.165
5.700	36.163	2.834	0.945	1.571
5.800	28.018	4.120	0.720	0.303
5.900	39.837	3.478	0.989	0.505
