run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
4.398	58.211	3.206	4.177	1.898
4.498	56.283	2.707	3.389	2.097
4.599	55.945	2.179	4.240	1.762
4.700	60.266	2.030	4.577	1.084
4.799	53.445	2.120	4.878	1.456
4.899	59.056	1.968	3.479	1.804
4.999	63.130	2.093	3.311	1.448
5.100	61.665	1.873	5.384	1.516
5.200	61.546	2.180	4.677	1.211
5.300	60.236	2.362	3.549	1.339
5.400	55.558	2.447	4.406	0.819
5.498	56.006	2.754	3.850	0.983
5.598	61.226	3.121	3.604	0.687
5.700	60.833	3.388	3.459	1.074
5.798	55.555	3.080	4.612	0.932
5.898	64.375	3.449	3.735	0.687
5.998	53.140	3.485	4.082	0.817
6.100	65.855	2.896	4.513	0.924
6.200	50.879	3.318	4.754	0.845
6.300	56.440	3.320	4.957	1.106
6.399	55.273	2.980	4.756	1.009
6.500	63.017	2.865	3.982	1.700
6.600	59.124	2.381	3.386	1.678
6.699	56.608	3.331	3.481	1.365
6.799	64.607	2.067	4.508	1.650
