run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
60.600	47.873	2.894	6.059	1.559
60.699	46.905	2.750	9.459	1.768
60.800	42.651	2.716	2.882	0.918
60.900	35.377	2.178	4.595	1.104
run 1						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
0.100	41.996	1.615	2.002	0.824
0.201	20.895	2.436	1.876	1.352
0.301	74.732	2.474	3.975	1.173
0.400	69.301	2.786	4.706	1.266
0.500	71.705	2.519	5.223	1.628
0.601	77.205	2.823	3.934	1.123
0.699	74.025	2.890	4.326	1.101
0.799	64.535	2.702	3.918	1.513
0.901	73.803	2.930	3.934	1.871
1.001	67.070	3.299	4.584	2.146
1.099	70.529	3.761	4.979	2.133
1.199	68.847	3.528	4.303	2.112
1.300	68.839	3.147	4.391	1.542
1.401	62.494	2.985	4.871	1.494
1.500	74.160	3.310	3.369	1.674
1.600	66.601	3.000	4.866	2.136
1.701	69.173	2.402	3.585	1.663
1.800	69.704	2.158	5.216	0.665
1.901	66.529	2.099	3.439	1.690
1.999	68.296	1.895	4.334	1.556
2.100	68.317	1.984	4.650	2.008
2.201	62.467	1.878	4.848	1.882
2.300	70.296	2.129	4.220	1.973
2.399	71.190	2.545	5.085	1.737
2.501	66.832	2.783	4.651	1.323
2.601	66.955	2.650	3.894	1.701
2.699	70.786	3.402	4.322	2.303
2.799	65.831	3.219	4.109	2.091
2.900	63.136	3.517	5.239	0.933
3.000	69.014	3.623	3.423	1.774
3.100	72.250	3.296	5.009	1.391
3.199	66.608	3.113	4.398	0.955
3.301	66.799	2.899	3.733	0.988
3.401	60.417	2.468	5.284	1.333
3.501	65.493	2.542	3.737	1.199
3.600	66.152	2.498	3.966	1.337
3.700	67.473	2.086	5.034	1.388
3.801	65.803	1.846	4.719	1.444
3.901	77.281	2.183	3.530	1.590
4.001	71.369	1.947	3.616	2.199
4.100	62.605	1.890	4.394	2.079
4.199	65.585	2.212	4.030	2.057
4.301	70.660	2.247	3.833	1.732
4.401	66.891	3.214	3.627	1.860
4.499	68.712	2.864	5.134	2.968
4.599	69.881	2.974	3.730	2.347
4.700	71.629	3.262	4.590	2.262
4.799	62.447	3.322	3.590	1.905
4.900	73.869	3.633	3.512	1.819
4.999	64.838	3.510	4.937	1.776
5.101	55.411	2.837	4.703	1.592
5.200	60.288	2.832	4.819	1.979
5.300	66.669	3.163	4.826	2.470
5.400	68.725	2.885	4.084	2.072
5.501	67.708	2.544	3.534	1.509
5.601	67.340	2.432	4.015	1.537
5.701	62.928	2.044	3.852	1.503
5.800	72.330	2.057	4.887	1.487
5.900	70.806	1.983	4.589	1.893
6.000	68.972	1.896	4.880	2.118
6.099	69.823	2.189	4.195	1.736
6.199	71.622	2.720	5.234	1.782
6.301	74.338	2.573	4.359	1.796
6.400	51.588	2.772	7.942	2.347
6.500	64.971	3.107	8.199	2.135
6.600	50.741	2.728	7.568	2.157
6.701	67.745	3.281	4.922	1.840
6.801	68.423	3.495	4.218	1.627
6.901	57.886	3.173	4.068	1.246
6.999	63.183	3.256	3.447	1.479
7.100	61.733	3.165	5.249	2.141
7.200	63.075	2.802	3.491	1.713
7.301	68.908	3.580	3.545	1.160
7.399	57.180	2.524	6.502	1.278
7.500	46.607	2.239	8.326	1.373
7.601	51.132	2.102	8.832	1.387
7.700	62.316	2.177	3.621	1.730
7.801	64.552	1.941	4.021	2.974
7.901	66.161	2.072	4.830	1.953
