run 0						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
53.998	40.357	4.260	0.872	1.700
54.098	43.738	5.085	0.892	1.920
54.199	35.993	5.399	0.879	1.646
54.298	46.428	3.927	0.935	0.823
54.399	46.472	4.516	0.982	1.141
54.499	43.468	4.549	0.866	0.998
54.599	43.081	3.732	0.850	1.424
54.698	49.813	4.985	0.775	1.393
54.799	32.060	3.519	0.904	1.499
54.899	38.021	4.736	0.866	1.336
54.998	36.514	4.643	0.759	1.139
55.098	42.453	4.238	0.903	1.479
55.198	34.824	4.684	0.999	1.549
55.298	39.831	3.709	0.846	1.914
55.398	42.848	5.347	0.801	1.826
55.498	40.816	3.921	0.867	1.758
55.599	45.215	5.005	0.728	1.649
55.698	33.045	3.467	0.803	1.408
55.798	45.083	5.540	0.887	1.423
55.899	51.016	3.145	1.027	1.350
55.998	50.780	3.138	0.916	1.391
56.098	49.942	3.947	0.955	1.639
56.198	49.745	5.264	1.025	0.955
56.298	52.862	4.322	1.003	0.937
56.398	56.013	4.198	1.085	1.119
56.498	54.888	4.777	0.964	1.285
56.598	57.911	3.387	1.058	1.567
56.699	48.944	4.240	0.985	1.638
56.799	47.793	4.120	0.869	2.081
56.899	53.443	3.288	0.958	1.606
56.998	53.179	5.145	1.070	1.061
57.098	52.654	4.022	1.034	1.739
57.199	61.249	3.947	1.021	1.896
57.298	54.210	4.368	1.011	2.328
57.399	52.218	3.900	1.053	1.970
57.498	52.651	4.752	1.076	1.376
57.599	48.127	4.406	1.003	1.300
57.698	51.622	3.008	1.008	1.040
57.798	47.075	3.989	0.867	1.304
57.899	53.227	5.655	1.186	1.469
57.999	48.848	3.858	1.094	1.367
58.098	51.067	4.554	0.882	1.436
58.198	39.616	3.740	0.919	0.867
58.298	39.305	3.572	0.966	0.929
58.398	37.393	4.359	0.778	0.753
58.498	40.478	3.468	0.759	1.197
58.599	39.539	4.450	0.922	1.463
58.698	35.718	3.828	0.807	1.628
58.799	38.787	4.193	0.895	1.685
58.898	43.169	5.066	0.787	1.314
58.998	43.399	4.874	0.894	1.295
59.098	41.183	4.351	0.799	1.850
59.198	41.269	4.561	0.783	1.848
59.298	38.773	4.917	0.747	2.025
59.398	41.089	4.848	0.972	1.841
59.498	35.864	4.970	0.919	1.583
59.599	37.879	4.291	0.853	1.651
59.698	45.022	3.354	0.955	1.348
59.798	46.151	3.762	0.845	1.613
59.898	36.975	4.308	0.832	1.359
59.999	40.768	2.842	0.920	1.551
60.098	42.424	5.437	0.782	1.895
60.198	40.893	4.559	0.697	0.890
60.298	37.753	3.793	0.747	0.562
run 1						
time	Power PSU	Power SATA	Power PCIe	Power Memory		
0.100	44.072	3.369	0.847	0.708
0.200	36.209	2.103	0.739	0.588
0.301	36.176	5.122	0.875	0.745
0.401	35.700	5.858	0.848	0.860
0.500	36.764	4.747	0.886	0.668
0.600	39.549	3.910	0.947	0.781
0.700	53.997	5.087	0.911	1.630
0.799	45.613	5.088	0.872	1.535
0.901	56.134	3.998	0.999	1.658
1.001	39.494	3.607	0.849	1.859
1.100	38.931	5.068	0.791	1.503
1.200	38.938	3.657	0.757	1.524
1.300	39.325	4.200	0.872	1.848
1.400	34.812	4.292	0.760	1.862
1.500	44.212	3.433	0.825	2.438
1.600	40.739	3.993	0.842	1.694
1.700	33.130	3.325	0.718	1.680
1.800	34.363	4.298	0.715	1.483
1.900	34.154	4.914	0.783	1.288
2.000	40.643	2.866	0.861	1.466
2.100	42.954	5.086	0.826	1.767
2.200	35.499	3.621	0.622	1.282
2.301	43.192	5.294	0.843	1.588
2.400	40.775	9.322	0.831	0.732
2.501	34.967	3.368	0.857	0.650
2.601	39.082	3.843	0.876	0.869
2.700	33.468	3.725	0.854	0.937
2.800	35.123	4.214	0.797	0.886
2.900	31.421	3.744	0.792	0.404
3.000	39.361	2.889	0.863	0.692
3.100	36.931	4.125	0.779	0.954
3.200	38.655	3.635	0.826	0.818
3.300	38.986	4.140	0.860	0.720
3.399	41.695	5.578	0.828	1.397
3.500	38.370	3.944	0.804	1.194
3.601	44.330	3.555	0.833	1.483
3.700	39.622	5.155	0.776	1.690
3.799	33.983	4.367	0.794	1.218
3.901	42.069	3.739	0.944	1.367
4.000	32.909	3.070	0.881	1.173
4.100	40.392	3.587	0.815	1.478
4.201	38.915	4.783	0.866	1.591
4.300	35.753	4.545	0.925	1.065
4.401	41.723	3.000	0.834	0.593
4.500	33.061	4.465	0.860	1.018
4.600	36.183	3.630	0.806	1.009
4.701	32.405	4.085	0.794	1.094
4.801	44.885	4.116	0.848	1.642
4.900	36.776	4.683	0.973	0.997
5.000	40.915	2.681	0.864	0.728
5.101	39.339	5.030	0.886	1.093
5.200	40.328	4.484	0.831	1.144
5.300	38.796	3.314	0.822	2.209
5.399	41.122	3.869	0.792	1.816
5.500	38.094	4.460	0.758	1.308
5.601	34.905	5.119	0.717	0.533
5.700	38.873	4.972	0.890	1.001
5.800	34.497	3.891	0.878	0.628
5.900	38.384	3.835	0.937	1.009
5.999	12.455	4.606	0.283	0.583
6.100	54.378	5.269	1.101	1.021
6.200	43.582	3.793	0.880	0.738
6.300	43.653	4.235	0.758	0.656
6.400	45.819	3.854	0.907	0.707
6.499	39.759	5.107	0.884	0.583
6.599	49.645	4.886	0.803	1.451
6.701	52.871	3.496	1.016	1.204
6.800	37.949	5.287	0.939	1.883
6.900	46.564	4.561	0.841	1.360
7.000	67.013	4.408	1.050	1.515
7.100	46.803	4.536	0.825	1.113
7.200	49.814	4.501	1.081	1.835
7.299	42.606	4.864	0.840	1.702
7.400	55.530	4.368	1.030	2.076
7.499	52.292	4.402	0.981	1.506
7.600	34.967	3.185	0.849	1.694
7.700	41.060	5.474	0.874	0.748
7.799	39.625	4.870	0.964	1.136
7.900	41.112	3.273	1.012	0.864
8.001	39.329	2.524	0.804	1.410
8.100	39.882	3.417	0.917	1.333
8.199	34.659	3.122	0.924	1.021
8.300	42.619	4.129	0.796	0.614
8.400	39.452	4.646	0.895	0.910
8.500	38.052	4.210	0.799	0.945
